"gene","rho_LGG","p_value_LGG","FDR_LGG","n_LGG","rho_GBM","p_value_GBM","FDR_GBM","n_GBM","delta_rho_LGG_minus_GBM","abs_delta_rho"
"AC243772.2",0.431447329340319,8.28048715201951e-25,1.57234621749491e-23,516,0.446370168191593,2.59502845641274e-15,1.23243256215666e-13,284,-0.0149228388512745,0.0149228388512745
"AL590556.2",-0.0123658014242647,0.779303737462819,0.857625836736421,516,0.00255539179392082,0.965801680080459,0.981618642444645,284,-0.0149211932181855,0.0149211932181855
"TMEM143",0.0844787390579072,0.0551410091679047,0.111459933048417,516,0.0695591813855048,0.24261399330549,0.405400202564019,284,0.0149195576724024,0.0149195576724024
"RNU1-105P",-0.0476924653962364,0.279540293069236,0.415609819343462,516,-0.0327732726411913,0.582307761823531,0.725090508679149,284,-0.0149191927550451,0.0149191927550451
"TSNAXIP1",0.0501700404907806,0.255288848953581,0.38819710272508,516,0.0352523921659022,0.554086532433985,0.702328060732841,284,0.0149176483248784,0.0149176483248784
"LINC02835",-0.0285184472159075,0.518036528136282,0.652800676145948,516,-0.0136091496630793,0.819378394160773,0.892457282609768,284,-0.0149092975528282,0.0149092975528282
"SKP1P3",0.0260681687262083,0.554641510639618,0.684753230708803,516,0.0409750490054871,0.491599359065141,0.650582930536715,284,-0.0149068802792788,0.0149068802792788
"LINC01937",0.0360506389152511,0.413818290588312,0.555463498853775,516,0.021152965890287,0.722631803879856,0.827511890638399,284,0.0148976730249641,0.0148976730249641
"AC140134.1",0.0501234937393889,0.255730587233344,0.388617759815969,516,0.0352274680288954,0.554366912182553,0.702542472329434,284,0.0148960257104934,0.0148960257104934
"KIAA1614-AS1",-0.131338719371276,0.00279740993440704,0.00787190458802432,516,-0.116448399521184,0.0499440576587337,0.130990532400632,284,-0.0148903198500916,0.0148903198500916
"SPIN4",0.04279631857512,0.331930658864213,0.472688871660446,516,0.0279086458494317,0.639540176443198,0.768540564631187,284,0.0148876727256883,0.0148876727256883
"AC103810.3",0.151726329393219,0.000543711481331707,0.0017472441715632,516,0.136839844303,0.0210683785786453,0.0689627037557068,284,0.0148864850902191,0.0148864850902191
"AL133325.3",-0.178908625317163,4.36631868982113e-05,0.000166795854143012,516,-0.164022558261977,0.00559263187650795,0.025338531968599,284,-0.0148860670551864,0.0148860670551864
"RPL39P26",-0.088423440822313,0.0446797322538695,0.0930988438181308,516,-0.0735387668773472,0.216642573998295,0.375709967877309,284,-0.0148846739449658,0.0148846739449658
"ZGLP1",0.0145441107160438,0.741706083397732,0.830174126869317,516,0.0294284210002436,0.621407673488266,0.755399122823671,284,-0.0148843102841998,0.0148843102841998
"AC236668.1",0.17186595150168,8.71596339032843e-05,0.000318564627253522,516,0.156982984057692,0.00804182537263691,0.0333743385007785,284,0.0148829674439883,0.0148829674439883
"SPNS2",0.114831212140818,0.00903362474379462,0.022759918121645,516,0.129711054124636,0.0288500133726621,0.0873955856447348,284,-0.014879841983818,0.014879841983818
"LINC02505",-0.0717680721150264,0.103439276478703,0.189020772710048,516,-0.0568928343294933,0.339415616107016,0.509038357590071,284,-0.0148752377855331,0.0148752377855331
"CNN2",0.280474360803547,8.79448067818776e-11,6.45625741379474e-10,516,0.265599698245265,5.67923473418661e-06,7.53625434568254e-05,284,0.0148746625582821,0.0148746625582821
"AC114786.2",0.0080273578643016,0.855655534264965,0.908156515733226,516,-0.00684247391921396,0.908600319696319,0.948090418679471,284,0.0148698317835156,0.0148698317835156
"TUBG1",0.0989817441790971,0.0245440558080289,0.0552970509951088,516,0.0841141324420393,0.15742903213574,0.300067916809809,284,0.0148676117370578,0.0148676117370578
"AC020651.2",0.0916149563624233,0.0374868822142018,0.07993486992782,516,0.106479549813637,0.0731957983198149,0.173847284014407,284,-0.0148645934512139,0.0148645934512139
"LINC01676",0.0537696188064851,0.222718582898476,0.349139623335492,516,0.0389096265734801,0.513709795208249,0.670340283208965,284,0.014859992233005,0.014859992233005
"DEFB129",-0.00141925618452945,0.974343551448809,0.984490214513262,516,-0.0162780392412463,0.78475279849128,0.87005245401751,284,0.0148587830567169,0.0148587830567169
"TPSP2",-0.0273065266874378,0.535984770917356,0.668897532229319,516,-0.0421643507388228,0.4791022345603,0.639733260447313,284,0.0148578240513849,0.0148578240513849
"RPS2P7",0.192413138534332,1.07564685890677e-05,4.46928263507667e-05,516,0.177558039327653,0.00267366447648434,0.0141974388389639,284,0.0148550992066791,0.0148550992066791
"TIFA",0.50576760663011,7.3112964378014e-35,2.26935410476835e-33,516,0.520618073327448,3.95225859346369e-21,2.77038220124814e-19,284,-0.014850466697338,0.014850466697338
"OR10P1",0.0101245153293247,0.818532464962697,0.884513600210565,516,0.0249719036622312,0.675184462606729,0.794916553796185,284,-0.0148473883329065,0.0148473883329065
"TRIM49D1",-0.0103999349271956,0.813685216491838,0.881381985725228,516,-0.0252468797246187,0.671814477090003,0.792367256449564,284,0.014846944797423,0.014846944797423
"RNU6-1224P",-0.0817699552669628,0.0634448948002394,0.125730216521445,516,-0.0669320934295949,0.260908620605347,0.425855846110218,284,-0.0148378618373679,0.0148378618373679
"AC006974.2",0.345044906776462,7.14606732087941e-16,8.03200336298844e-15,516,0.359881504592669,4.13903991375523e-10,1.1317755700681e-08,284,-0.0148365978162071,0.0148365978162071
"OR1F1",-0.0218393489745105,0.620635020962218,0.73916961058308,516,-0.0070093615315175,0.906381168147209,0.94668105840436,284,-0.014829987442993,0.014829987442993
"C8orf49",0.0325588873293958,0.460515805653553,0.599737411715314,516,0.0473870907000323,0.426318971337883,0.592726004759733,284,-0.0148282033706365,0.0148282033706365
"AL358787.2",0.0182932984147175,0.678456141166774,0.784337785135623,516,0.0331207613760206,0.578312143782659,0.721880654116125,284,-0.0148274629613031,0.0148274629613031
"SPINK9",-0.198228264767151,5.70439521991122e-06,2.45558934975238e-05,516,-0.183402322704305,0.00191255508011732,0.0109238351446307,284,-0.0148259420628463,0.0148259420628463
"MAN1C1",0.538402784408957,4.03407570418811e-40,1.58146405694164e-38,516,0.52358113718577,2.1576278708904e-21,1.54091493975349e-19,284,0.0148216472231868,0.0148216472231868
"NPHS2",-0.0506013004259758,0.251221248724144,0.383405094196289,516,-0.0654229297638239,0.271837031508478,0.437748330609993,284,0.0148216293378482,0.0148216293378482
"AL139393.2",-0.147190984468893,0.000797354395864608,0.0024898207493664,516,-0.132370384495716,0.025698887137487,0.0800685265807223,284,-0.0148205999731764,0.0148205999731764
"AC074325.1",-0.0283215797495345,0.520930861616051,0.655381089091433,516,-0.0431419098568892,0.468960681603475,0.631255482607269,284,0.0148203301073547,0.0148203301073547
"AC084018.3",0.111987032260633,0.0109059119416838,0.0269433163429396,516,0.0971687975364972,0.102224245526148,0.220939273841985,284,0.0148182347241359,0.0148182347241359
"ANAPC1P5",-0.02706849939235,0.539546221999796,0.671760012749326,516,-0.0122540931173149,0.837098230355328,0.904125981665118,284,-0.0148144062750351,0.0148144062750351
"SLC31A1P1",0.146897221622813,0.000817075396891298,0.0025466155170089,516,0.161711096964064,0.00631072991121332,0.0277785675595357,284,-0.0148138753412518,0.0148138753412518
"AC006538.4",-0.145230999307801,0.000937734222787468,0.00289204258227258,516,-0.160038631524969,0.00688066974122309,0.0296462265764022,284,0.0148076322171681,0.0148076322171681
"AL022578.1",-0.114399705324863,0.00929786525599433,0.0233504804026129,516,-0.099593281723763,0.0939066178258786,0.208141118612194,284,-0.0148064236010995,0.0148064236010995
"UBE2V1P6",0.0648343068445864,0.141364597557329,0.243887378432975,516,0.050028346966856,0.400964218707149,0.569409055608503,284,0.0148059598777304,0.0148059598777304
"ARHGEF16",0.111794227307002,0.0110444701480688,0.0272403581529232,516,0.0969916459494033,0.102854160857363,0.221849041448602,284,0.0148025813575982,0.0148025813575982
"ENOX2",0.32193170491234,6.59898209098947e-14,6.39861135087687e-13,516,0.307131836958145,1.28309529070411e-07,2.39466188726025e-06,284,0.0147998679541953,0.0147998679541953
"CHMP7",0.0506811325451937,0.250473253803991,0.382542570040046,516,0.0358836672630164,0.547008222891779,0.696710482907548,284,0.0147974652821772,0.0147974652821772
"AC092654.1",-0.0142100627934825,0.747434505536244,0.834337594645957,516,0.000583659993475814,0.992186733721604,0.995443708986724,284,-0.0147937227869583,0.0147937227869583
"LINC02434",-0.0167068551354773,0.704975380085287,0.80363153193151,516,-0.0314977166421749,0.597083595331484,0.736412609147997,284,0.0147908615066977,0.0147908615066977
"ZNF205",-0.0056341775355715,0.898406539317852,0.936709987128417,516,-0.0204224042413304,0.731837454987868,0.834489933630535,284,0.0147882267057589,0.0147882267057589
"MIR8068",-0.0414972712603459,0.346829913053536,0.488500264742877,516,-0.056280539529997,0.34464726801903,0.514563186583303,284,0.0147832682696511,0.0147832682696511
"YTHDF1",0.167428194763199,0.000132901688505097,0.000472363740112081,516,0.152647033399953,0.00998861804044201,0.0394109493589011,284,0.0147811613632456,0.0147811613632456
"ULK3",0.0303979886041662,0.490826927666444,0.628537515772886,516,0.0451783417634316,0.448218490717771,0.612522530837853,284,-0.0147803531592655,0.0147803531592655
"MORN3",0.149767692964722,0.000642315715486021,0.00203848635300679,516,0.134990714231455,0.0228882434671072,0.0734491032807288,284,0.0147769787332665,0.0147769787332665
"AC002546.1",-0.0529839855768218,0.22956118765613,0.35761357449418,516,-0.0677591414573091,0.255049611464375,0.419235911290418,284,0.0147751558804873,0.0147751558804873
"AC011298.3",-0.0589915346631691,0.180914158315802,0.296498932879339,516,-0.0442174790726267,0.457940194393453,0.62102964528556,284,-0.0147740555905424,0.0147740555905424
"AC104794.4",0.0375509196194101,0.394644654879673,0.53627131720407,516,0.0227794593707334,0.7022812719288,0.813664976696866,284,0.0147714602486767,0.0147714602486767
"AC007375.1",-0.0957302367846142,0.0296829973283638,0.0652282336358423,516,-0.0809733812110566,0.173575353425712,0.32119435212216,284,-0.0147568555735576,0.0147568555735576
"OR7E102P",0.282345409528696,6.51336656155397e-11,4.83949217978094e-10,516,0.267593768771753,4.79975034528881e-06,6.45507943290699e-05,284,0.0147516407569427,0.0147516407569427
"RNA5SP417",-0.0465927871079337,0.290789308037206,0.428421844934665,516,-0.0318448550743819,0.593045622948777,0.733493819658038,284,-0.0147479320335517,0.0147479320335517
"RBM26",-0.058021710173003,0.188203485773394,0.306074479353547,516,-0.0432803254340999,0.467534317800014,0.629834614523927,284,-0.0147413847389031,0.0147413847389031
"CROCCP4",-0.0978733070042142,0.0262021624732659,0.0585030773596801,516,-0.0831355411446987,0.162333615157386,0.306640350705003,284,-0.0147377658595154,0.0147377658595154
"RNU4-40P",-0.0574302977313521,0.192753391043505,0.311893670183279,516,-0.0721679496731195,0.225354115567095,0.385949658771525,284,0.0147376519417675,0.0147376519417675
"TOR1BP1",-0.00228800778009137,0.95865015248389,0.975047366161348,516,0.0124459509567291,0.834584118020562,0.902551751882985,284,-0.0147339587368205,0.0147339587368205
"AP001496.2",0.00483545153791649,0.912746754185338,0.945521877896663,516,-0.00989818915631354,0.868097425172846,0.923673163249304,284,0.01473364069423,0.01473364069423
"AC005697.1",-0.128341367359578,0.00349614739176447,0.00964359679239096,516,-0.113611384414641,0.0558293713808657,0.142364057696701,284,-0.0147299829449375,0.0147299829449375
"SDR42E1P3",-0.0242824536869943,0.582089789711469,0.707960304525873,516,-0.00956871818121532,0.872449893713935,0.925989689853613,284,-0.014713735505779,0.014713735505779
"GALNS",0.190057724656522,1.38333066623257e-05,5.66273425116985e-05,516,0.17534859945315,0.00302682582843292,0.0157061669274508,284,0.0147091252033727,0.0147091252033727
"AL117336.2",0.0255887344916099,0.561948601615282,0.69096947717046,516,0.0108846495375452,0.85509007895286,0.915388033962885,284,0.0147040849540648,0.0147040849540648
"MTND1P6",-0.0296661012668061,0.501330363020397,0.638123617758998,516,-0.0149642697342258,0.80174900788428,0.881071478836372,284,-0.0147018315325803,0.0147018315325803
"AL133211.1",-0.0579890667075618,0.1884525428966,0.306444231455724,516,-0.0726896623117623,0.222009756108231,0.381902355640335,284,0.0147005956042006,0.0147005956042006
"EIF4EBP3",0.103797511639535,0.0183498649185438,0.0427602340304471,516,0.118495590045184,0.046026456614641,0.123694606232171,284,-0.0146980784056489,0.0146980784056489
"PRSS1",-0.00269827455568649,0.951244145516612,0.970345338646264,516,0.0119963438301511,0.840478388687476,0.906408579289846,284,-0.0146946183858376,0.0146946183858376
"AL354695.1",-0.040496534609473,0.358592622021026,0.50052519792918,516,-0.0551765525709144,0.354208641649446,0.523980662012744,284,0.0146800179614414,0.0146800179614414
"MERTK",0.495372561960242,2.64772838483013e-33,7.5771440824437e-32,516,0.480693721563152,7.94209720228896e-18,4.53761147493189e-16,284,0.0146788403970895,0.0146788403970895
"AC087481.1",-0.0908315889462248,0.0391546043736259,0.0830317487769999,516,-0.0761590384079945,0.200666954621102,0.35626218102125,284,-0.0146725505382303,0.0146725505382303
"RNU6-1010P",-0.0434096848566994,0.325041260725628,0.465541956788485,516,-0.0287382748287896,0.629614379930787,0.761457680466023,284,-0.0146714100279099,0.0146714100279099
"TREML5P",0.158783995345801,0.000293319238075705,0.000987420122646724,516,0.173455402896591,0.00336254635254226,0.0170080999243102,284,-0.0146714075507893,0.0146714075507893
"AL359233.1",0.028555251563618,0.51749635436901,0.65233825489043,516,0.0138845215183598,0.815788284101358,0.890115974253738,284,0.0146707300452582,0.0146707300452582
"HINFP",-0.053917496206753,0.221447069886407,0.347677008002918,516,-0.0685868605720243,0.249277593106191,0.41291799332442,284,0.0146693643652713,0.0146693643652713
"MIMT1",-0.0906799684823776,0.0394845446681638,0.0836560556895039,516,-0.0760117940798413,0.201541369960681,0.357328971647425,284,-0.0146681744025363,0.0146681744025363
"AP000894.1",0.0597992436491497,0.175004576993666,0.288883862981391,516,0.045132185469218,0.448682803241572,0.612948265630091,284,0.0146670581799317,0.0146670581799317
"DSCAM",-0.19035275656692,1.34064515379079e-05,5.49636297139093e-05,516,-0.175687788624999,0.00296999464055511,0.0154585474570845,284,-0.0146649679419212,0.0146649679419212
"ACSM3",0.221494244176995,3.72612672994648e-07,1.86524257954281e-06,516,0.236158180251305,5.83832487139526e-05,0.000589983491744618,284,-0.0146639360743103,0.0146639360743103
"AC018767.1",-0.00795347247637836,0.856969760794696,0.909027980494224,516,0.0067098375946682,0.910364529225957,0.949135835653251,284,-0.0146633100710466,0.0146633100710466
"CICP23",-0.0049143789959362,0.911328362227757,0.944759790622628,516,0.00974561542530262,0.870112510739346,0.924884514722603,284,-0.0146599944212388,0.0146599944212388
"TRPM3",0.0580421487026185,0.18804767094219,0.305856299067005,516,0.0433824819850851,0.466483136890996,0.628776131973428,284,0.0146596667175333,0.0146596667175333
"AL157402.2",0.0856736445010203,0.0517763428510308,0.105576717585821,516,0.100331039072597,0.0914856438610912,0.204153207492805,284,-0.0146573945715768,0.0146573945715768
"MTND4LP18",-0.0661857347765125,0.133238845800724,0.232509417145443,516,-0.0808406703607632,0.174283749501918,0.322119850379274,284,0.0146549355842507,0.0146549355842507
"AC025278.3",-0.0311102549680166,0.48071938957948,0.618898264733783,516,-0.0457634884165308,0.44235575143023,0.607401747718792,284,0.0146532334485142,0.0146532334485142
"RPS3AP48",0.0404711343030366,0.358894397132689,0.500872162370243,516,0.0258198702224875,0.664813265926924,0.7873469002304,284,0.0146512640805492,0.0146512640805492
"RUNDC1",0.0583023469065696,0.186072317052051,0.303333369768488,516,0.0729502549984676,0.220352572486164,0.380095112347338,284,-0.0146479080918981,0.0146479080918981
"CSN2",-0.0160077902844864,0.716777841348452,0.812168987396008,516,-0.0306542900539575,0.606945914287738,0.74386989771105,284,0.0146464997694711,0.0146464997694711
"OR13F1",-0.0156590819343132,0.722690677461981,0.8166410437771,516,-0.00101609649586273,0.986398286185633,0.992205717892463,284,-0.0146429854384505,0.0146429854384505
"RPL5P24",0.0435413318609859,0.323574767194371,0.464088713879635,516,0.0581818305644325,0.328568569417801,0.49820583971879,284,-0.0146404987034467,0.0146404987034467
"LINC00363",-0.0224272897694098,0.611258035309593,0.731766077661147,516,-0.0370631417045119,0.533903573355094,0.686216376624245,284,0.0146358519351021,0.0146358519351021
"AC090457.1",-0.0443388908684124,0.314782358083077,0.454745555198217,516,-0.0589727237536558,0.322025049063151,0.491577952941167,284,0.0146338328852434,0.0146338328852434
"ZNF429",0.021208948171493,0.630757903882212,0.747208772793634,516,0.0065767863644579,0.912134699214963,0.950281006138845,284,0.0146321618070351,0.0146321618070351
"PRELID2P1",0.462127806413731,1.15930420301604e-28,2.68622861905574e-27,516,0.476758233252794,1.59493916184484e-17,8.89785097866097e-16,284,-0.0146304268390631,0.0146304268390631
"DLL3",-0.104801006239473,0.0172465595055497,0.0404902083379605,516,-0.0901717539755924,0.129522060111344,0.261389118293503,284,-0.0146292522638801,0.0146292522638801
"AC007277.2",-0.145483710185364,0.000918432951413583,0.00283747311229449,516,-0.130859046479942,0.027451286110669,0.0841993478374506,284,-0.0146246637054221,0.0146246637054221
"TPMTP3",0.00867409459495496,0.844169215778153,0.900741612083253,516,-0.00594517244224511,0.920543728249858,0.95560917905752,284,0.0146192670372001,0.0146192670372001
"AC128687.2",0.00295316899082196,0.946644944359189,0.967277783739011,516,-0.0116588958290258,0.84490814333775,0.909099029648795,284,0.0146120648198478,0.0146120648198478
"AL031777.2",0.0393378588903938,0.372520257453079,0.514814872625366,516,0.0247292366584443,0.678163875115093,0.796972624206543,284,0.0146086222319495,0.0146086222319495
"AC008906.2",0.00853761681940278,0.846590455686715,0.902423504815957,516,-0.00606767490044245,0.918912064147715,0.954551494752427,284,0.0146052917198452,0.0146052917198452
"INPP5K",0.115153424679729,0.0088406942325533,0.0223254205583893,516,0.129756631662768,0.0287933394523397,0.0872517996368128,284,-0.0146032069830389,0.0146032069830389
"AC009994.1",-0.0274806338021527,0.533387211525273,0.66635680092244,516,-0.0420795019578801,0.479988068659832,0.640585072006153,284,0.0145988681557274,0.0145988681557274
"AC007204.2",-0.195676439769317,7.55256845092573e-06,3.20045116166263e-05,516,-0.181086425480124,0.00218668138336641,0.0121299734411081,284,-0.0145900142891935,0.0145900142891935
"ERCC8",0.0541562962780672,0.219404730418911,0.345209242036951,516,0.0395683806573621,0.506602343650365,0.664114609289426,284,0.0145879156207051,0.0145879156207051
"AC016575.2",0.0532592190477206,0.22714722350811,0.354683653364208,516,0.0678446400335773,0.254449150260156,0.418601139660591,284,-0.0145854209858567,0.0145854209858567
"AC010745.4",0.00335269120589774,0.939439768028829,0.962305128643936,516,0.0179373643541767,0.763432132793946,0.856088199962153,284,-0.0145846731482789,0.0145846731482789
"MIR4725",0.0923258507385315,0.0360260025084464,0.0772673566841812,516,0.0777429162683242,0.191434697494122,0.344519427730336,284,0.0145829344702074,0.0145829344702074
"MTCO2P34",0.0271138560499353,0.538866668957616,0.671331621514614,516,0.0125338508334779,0.833432834613676,0.901804213752298,284,0.0145800052164575,0.0145800052164575
"MKRN2",-0.0270404821571734,0.539966202004398,0.672084579329098,516,-0.0124625753404564,0.834366350238436,0.902367747476498,284,-0.0145779068167171,0.0145779068167171
"LINC01742",-0.0596531458238618,0.176062719318221,0.290282785424675,516,-0.0742275615512638,0.212357439252458,0.370447100769247,284,0.014574415727402,0.014574415727402
"MAGEC3",0.0434317286385744,0.324795401944345,0.465284197678095,516,0.0580052473892742,0.330041174502297,0.499587131616735,284,-0.0145735187506998,0.0145735187506998
"EIF4E2P2",-0.0243570527136407,0.580930566771246,0.706935260167042,516,-0.0389279255427768,0.513511668715944,0.67015866260707,284,0.0145708728291361,0.0145708728291361
"AC092535.3",0.0509131402654718,0.24830824039247,0.379985935473683,516,0.0654744424104388,0.271458945897781,0.437300523007086,284,-0.014561302144967,0.014561302144967
"AL583859.1",-0.0859147691188308,0.0511185719079449,0.104450365162648,516,-0.0713574370699177,0.230620499582567,0.392148930369205,284,-0.0145573320489132,0.0145573320489132
"BX276092.1",-0.061143652833829,0.165488652340776,0.276251276835282,516,-0.0465937497026456,0.434112509444386,0.599864558504969,284,-0.0145499031311833,0.0145499031311833
"AC099552.3",0.0608187107248263,0.167752271343507,0.27932011555593,516,0.0753628482330412,0.205428094481585,0.362046636752515,284,-0.0145441375082149,0.0145441375082149
"AC092701.1",-0.0385141677909835,0.382621684550757,0.524691869934624,516,-0.0239791047343558,0.687405352490017,0.803147636528644,284,-0.0145350630566277,0.0145350630566277
"NCOA6",0.00309062885119436,0.944165405996928,0.965547573319559,516,-0.0114441531090953,0.847729669683513,0.910996904766888,284,0.0145347819602897,0.0145347819602897
"RNU6-225P",-0.0199769922227729,0.650739798037702,0.763134290983118,516,-0.0345093408071598,0.562474876222027,0.709275803280019,284,0.0145323485843869,0.0145323485843869
"PUS7L",-0.0127701502443703,0.77228267951099,0.852823145833437,516,0.00176128371493607,0.976425306457957,0.9871743374686,284,-0.0145314339593064,0.0145314339593064
"CLC",0.0732385804174701,0.0965411651426232,0.178616806736054,516,0.0877697486817841,0.140092289622803,0.276536215857395,284,-0.014531168264314,0.014531168264314
"CCL15",0.0528200441735494,0.231007671959119,0.359361524388461,516,0.0673495585029732,0.25793972403866,0.42251544346951,284,-0.0145295143294238,0.0145295143294238
"MTATP6P8",-0.0575711037304176,0.19166288814059,0.310558761919516,516,-0.0720956445273622,0.225820425238615,0.38647197320543,284,0.0145245407969446,0.0145245407969446
"AC092422.1",-0.163025632261913,0.000199887045309293,0.000690926945883087,516,-0.148501530804159,0.012229152337208,0.0458513121108921,284,-0.0145241014577535,0.0145241014577535
"PLCD3",0.252015537037967,6.44582612610263e-09,3.92551922908218e-08,516,0.237494597490092,5.28463991756094e-05,0.000540228753881504,284,0.0145209395478746,0.0145209395478746
"DSTNP5",-0.0209720054524417,0.634580767877816,0.750287568779633,516,-0.0354924668979437,0.551389394208539,0.700142601786174,284,0.0145204614455019,0.0145204614455019
"OR8K1",0.0199489069159827,0.651198334193885,0.763361816577732,516,0.0344674359857717,0.56294975262731,0.709669975326695,284,-0.014518529069789,0.014518529069789
"GTF2IP6",0.0251593585382012,0.568531875454002,0.696582922722165,516,0.010641729750881,0.858289697480725,0.917299030331903,284,0.0145176287873202,0.0145176287873202
"AC114728.1",0.0597272336566365,0.175525530654192,0.289599951873184,516,0.0742384753003796,0.21229003623188,0.370373925230479,284,-0.0145112416437431,0.0145112416437431
"AL445685.2",0.0817205389281361,0.0636054614158117,0.125995375581759,516,0.0672105255597644,0.258925888764333,0.423629163773522,284,0.0145100133683717,0.0145100133683717
"KLKP1",0.219528150735414,4.74890097326906e-07,2.34848107215819e-06,516,0.205022865446031,0.000507294604582033,0.00373267974129943,284,0.0145052852893829,0.0145052852893829
"PLSCR3",-0.086312299397399,0.050049375779065,0.102584786006863,516,-0.0718117096204604,0.227658201981217,0.38865772143993,284,-0.0145005897769386,0.0145005897769386
"ALG1L12P",0.0466754615702587,0.289933193152733,0.427517319161365,516,0.0611715029627576,0.304280961847119,0.47315947587628,284,-0.0144960413924989,0.0144960413924989
"AC027329.1",-0.0285144643164702,0.51809500218673,0.65283067381626,516,-0.0140202579253561,0.814020054783326,0.88894748428705,284,-0.0144942063911141,0.0144942063911141
"Z69890.1",0.103782281417104,0.018367073959636,0.0427936309104099,516,0.118266439093201,0.0464517639408289,0.12448450839147,284,-0.014484157676097,0.014484157676097
"RN7SL791P",-0.0688082597911926,0.118504119710021,0.211293634647564,516,-0.083289761350496,0.161553160041226,0.305686192416803,284,0.0144815015593034,0.0144815015593034
"RNU6-508P",-0.0321985360722548,0.465496803735656,0.604458856754152,516,-0.0177174272049627,0.766248253688736,0.857823601160481,284,-0.0144811088672921,0.0144811088672921
"RNU6ATAC23P",-0.0128759863744753,0.770447994998842,0.851612845314333,516,-0.0273555370108215,0.646193636232705,0.773592550068585,284,0.0144795506363462,0.0144795506363462
"AC097462.1",0.00598295736819544,0.892154676350203,0.932446065156324,516,-0.00849435438077563,0.886668779904164,0.934869276851307,284,0.0144773117489711,0.0144773117489711
"RPL23AP16",-0.0294730956973289,0.50411986438088,0.640522626734655,516,-0.0439500535560681,0.460666707071938,0.623562892831387,284,0.0144769578587391,0.0144769578587391
"AAGAB",0.195943436719901,7.3352632172148e-06,3.11490907617591e-05,516,0.181468801651269,0.00213908363748056,0.0119241642109722,284,0.0144746350686319,0.0144746350686319
"RPS27P18",-0.00590664899082649,0.893521943341209,0.933459577887834,516,-0.0203785513056133,0.732391275167662,0.834870246856452,284,0.0144719023147868,0.0144719023147868
"KLC3",-0.13346861347065,0.0023809508019003,0.00680094512565859,516,-0.119006551014103,0.0450898426920588,0.121973227568792,284,-0.0144620624565468,0.0144620624565468
"AC096720.2",0.0358667862728442,0.416205161669593,0.557668124282559,516,0.0503277996962939,0.398147606935226,0.566697425114014,284,-0.0144610134234497,0.0144610134234497
"ENO1P2",-0.174533150750719,6.7296285910295e-05,0.000250733642795352,516,-0.160086349792403,0.00686379120255667,0.0295963935271865,284,-0.014446800958316,0.014446800958316
"RPL5P2",0.00304971533714897,0.944903359805389,0.966004953196269,516,-0.0113954065961942,0.848370426827839,0.911427043830842,284,0.0144451219333432,0.0144451219333432
"RN7SL823P",-0.134696262200147,0.00216743829267034,0.00623711255622436,516,-0.149140554145822,0.0118572199572284,0.0447850136288966,284,0.014444291945675,0.014444291945675
"AC010745.3",-0.0908351565481863,0.0391468691357929,0.0830184617595193,516,-0.0763955728761201,0.199268057651732,0.354553694566061,284,-0.0144395836720662,0.0144395836720662
"AL138889.1",0.00819518348448743,0.852671846572265,0.906367336919603,516,-0.00622988342689084,0.916752061090802,0.953310253731759,284,0.0144250669113783,0.0144250669113783
"MTCO2P15",-0.0900674315557806,0.0408415395526306,0.0860791482620473,516,-0.0756425889325938,0.203746053298621,0.360053332025242,284,-0.0144248426231868,0.0144248426231868
"MRPS36P5",0.182546739582505,3.02319823984164e-05,0.000118009599065018,516,0.168128261518973,0.00449577498988603,0.0213264199453472,284,0.014418478063532,0.014418478063532
"AC010883.1",-0.015324880384917,0.728373073763519,0.820911025077807,516,-0.0297401450309497,0.617716102990966,0.752510983024332,284,0.0144152646460327,0.0144152646460327
"SASH3",0.953461075016871,8.56022508180317e-270,5.37306305662381e-266,516,0.939046067365697,8.68378012636612e-133,1.64551844207887e-128,284,0.0144150076511745,0.0144150076511745
"LINC01777",-0.0171242679442669,0.697961509004491,0.798310257241804,516,-0.0315356275797628,0.596642004332977,0.736065639373287,284,0.0144113596354959,0.0144113596354959
"SETP7",-0.0606570636564131,0.168886940262086,0.280746024257584,516,-0.0462492524599324,0.437522080762113,0.602986328079469,284,-0.0144078111964807,0.0144078111964807
"AC025048.7",0.0235182639687665,0.594026397174697,0.717799897386007,516,0.00911118833464001,0.878500428873145,0.929930589538592,284,0.0144070756341265,0.0144070756341265
"BNIP3P3",0.0666865308291365,0.130320955441747,0.228377003780238,516,0.0810928274509429,0.172939594300338,0.320320280750215,284,-0.0144062966218064,0.0144062966218064
"AC007950.2",-0.17163847815905,8.90877848599741e-05,0.000325170126931886,516,-0.157237988529943,0.00793864509909859,0.0330329451466518,284,-0.0144004896291072,0.0144004896291072
"MIR4501",-0.00254669891730798,0.953979886335688,0.971907117513198,516,0.0118519169129009,0.842373706365374,0.907616951828435,284,-0.0143986158302089,0.0143986158302089
"UBA52P5",0.0987209796779371,0.0249257530994293,0.0560318630457566,516,0.113117439841244,0.0569105820252771,0.144385806532465,284,-0.0143964601633073,0.0143964601633073
"RNA5SP234",0.0371625475236188,0.399555949288355,0.541203672168921,516,0.0515547946325037,0.386731052846508,0.55563575411156,284,-0.0143922471088849,0.0143922471088849
"AC117430.1",-0.0305010454053847,0.489357471479076,0.627167587488645,516,-0.0161093914038555,0.786929073924399,0.87167716908194,284,-0.0143916540015292,0.0143916540015292
