"gene","rho_LGG","p_value_LGG","FDR_LGG","n_LGG","rho_GBM","p_value_GBM","FDR_GBM","n_GBM","delta_rho_LGG_minus_GBM","abs_delta_rho"
"PGBD2",0.20688727818517,2.14192754602305e-06,9.73213456144035e-06,516,0.0706305154714787,0.235417242239886,0.397204148839612,284,0.136256762713692,0.136256762713692
"AC015712.3",-0.0150805622015283,0.732536651110851,0.824008919910455,516,-0.151334982622393,0.0106548362975218,0.0413718737439773,284,0.136254420420865,0.136254420420865
"AC098869.2",0.409117434072902,3.05870853518615e-22,5.09703551212982e-21,516,0.272866093257622,3.05623595800618e-06,4.31654414262696e-05,284,0.13625134081528,0.13625134081528
"AC106733.1",-0.0698107941058202,0.113220255396041,0.203607597096035,516,0.0664405325155998,0.264434498524931,0.429682853909404,284,-0.13625132662142,0.13625132662142
"UBBP4",0.0341983329584086,0.438233551011692,0.578822808749158,516,0.170447419499328,0.00396575519631946,0.0193216705005458,284,-0.13624908654092,0.13624908654092
"AL359771.2",0.0601893216866367,0.172202554236152,0.285165785716173,516,-0.0760386059733602,0.20138194116578,0.357141182074318,284,0.136227927659997,0.136227927659997
"NDUFAF2P2",-0.0228532762438089,0.604503402477298,0.725824332512231,516,-0.159076402599097,0.00722903043410642,0.0307417655683783,284,0.136223126355288,0.136223126355288
"LINC01429",-0.0595693076510318,0.176672077797558,0.291032640680658,516,-0.195790868924476,0.000909451545334191,0.00601168621501839,284,0.136221561273444,0.136221561273444
"RNU6-120P",0.0379328331168994,0.389850713355576,0.531585523381444,516,-0.0982879955225316,0.0983149037082195,0.215086975105142,284,0.136220828639431,0.136220828639431
"LINC00582",0.0720214410072382,0.102223638975449,0.187089859047563,516,-0.0641988701208717,0.280926802189498,0.447228955258044,284,0.13622031112811,0.13622031112811
"AC104257.1",0.210611955790294,1.38726200426144e-06,6.46866016365934e-06,516,0.0743932919610127,0.211335548021875,0.369252619681201,284,0.136218663829282,0.136218663829282
"RETN",0.252541696234171,5.98103720832675e-09,3.65349019177754e-08,516,0.388740478667061,1.11161746471817e-11,3.61517332003995e-10,284,-0.13619878243289,0.13619878243289
"ST3GAL4",0.05730701546618,0.193711904408659,0.313166562457419,516,0.193499700078844,0.00104707000976907,0.00673651379757269,284,-0.136192684612664,0.136192684612664
"AC015722.1",-0.102474251055187,0.019898604159103,0.0459450685666593,516,0.0337168271751443,0.571488272175259,0.716492875153847,284,-0.136191078230331,0.136191078230331
"AC013640.1",0.0594831116736882,0.177300205821238,0.291877817364857,516,-0.0767068816893766,0.197437756419874,0.352311556813264,284,0.136189993363065,0.136189993363065
"SUSD3",0.831970044103115,1.31877885241556e-133,3.34076843730078e-131,516,0.695782506083554,2.006797522099e-42,4.05987279488556e-40,284,0.136187538019561,0.136187538019561
"GGTLC1",-0.0472062182351346,0.284477392425723,0.421386380038322,516,0.0889782888288595,0.134694326148585,0.268877837379548,284,-0.136184507063994,0.136184507063994
"RNU6-435P",0.006255399735237,0.887275783938161,0.929272429649795,516,-0.129925118690782,0.0285846592747443,0.0867848395220245,284,0.136180518426019,0.136180518426019
"IGKV2D-28",0.167153032774531,0.000136376704175573,0.000483680085106873,516,0.303332872448161,1.86172764863854e-07,3.37485629367996e-06,284,-0.13617983967363,0.13617983967363
"AC097518.2",-0.0914810084663955,0.0377676983412492,0.0804773507976127,516,0.044698660019933,0.453057115528466,0.616794934451465,284,-0.136179668486329,0.136179668486329
"MIR873",0.0209721223937585,0.63457887872164,0.750287568779633,516,-0.115201965290906,0.0524627385970759,0.13597783083785,284,0.136174087684665,0.136174087684665
"MIR4289",-0.0364627971234835,0.408496878904291,0.550250302498505,516,-0.172636431142827,0.00351795393729887,0.0176092846198438,284,0.136173634019344,0.136173634019344
"AC069023.1",-0.0406520965374565,0.356747899760718,0.498708432118976,516,0.0955104441323472,0.108241915069017,0.229988278372024,284,-0.136162540669804,0.136162540669804
"AC005041.3",0.175158332363679,6.33026638140185e-05,0.000236682161725973,516,0.038996470978173,0.512769865825492,0.669620999091417,284,0.136161861385506,0.136161861385506
"MIR6858",0.0580984200225013,0.187619172251434,0.305220868528603,516,-0.0780624039422088,0.189610726727842,0.342125010887589,284,0.13616082396471,0.13616082396471
"AL109945.1",0.0139007898916607,0.752750508884275,0.838456165717135,516,-0.122255031947874,0.0395017810595998,0.110424727069047,284,0.136155821839534,0.136155821839534
"FP326651.1",0.0132549423922774,0.763889301544299,0.846865345269232,516,-0.122900471269909,0.0384641279270074,0.108178337920868,284,0.136155413662187,0.136155413662187
"AL136116.3",0.130160597937071,0.00305528254692909,0.00852873283384747,516,0.266305888146435,5.35154248493776e-06,7.13974389072382e-05,284,-0.136145290209364,0.136145290209364
"AWAT2",0.0647052337012076,0.142160123160238,0.244952494050481,516,-0.0714388438321645,0.230087654061845,0.391527107077147,284,0.136144077533372,0.136144077533372
"ZNF484",0.0453476391980174,0.303888149025783,0.442926503602237,516,-0.0907920275979852,0.126895189735447,0.257734743866544,284,0.136139666796003,0.136139666796003
"RNU6-430P",0.00224037724419401,0.959510206771247,0.975605952063833,516,-0.133891921446309,0.0240327504100855,0.0761970884167619,284,0.136132298690503,0.136132298690503
"AL133368.1",-0.0647839422604893,0.141674606361801,0.244281219712401,516,-0.200910840128684,0.000660022639392181,0.00462308612668392,284,0.136126897868194,0.136126897868194
"CD36",0.122794126236971,0.00521960030407671,0.0138816647416599,516,0.258915288502582,9.88518691390813e-06,0.000123208310826979,284,-0.136121162265611,0.136121162265611
"IER3IP1",0.0626130424284222,0.155538001718021,0.263084533656289,516,0.198731163248788,0.000757261895826699,0.00518098739366424,284,-0.136118120820366,0.136118120820366
"AL731547.1",0.00567681447600828,0.897641928715795,0.936206524538143,516,-0.130437676000186,0.0279577775100607,0.0853476391307018,284,0.136114490476194,0.136114490476194
"OR4D11",0.0378676148622014,0.390666851487285,0.532441340137717,516,-0.0982464563389077,0.0984578459389172,0.21522462608381,284,0.136114071201109,0.136114071201109
"RNU6-288P",0.0194228060963873,0.659811906075811,0.770112280705137,516,-0.116685373213378,0.0494767971784736,0.130107177629839,284,0.136108179309765,0.136108179309765
"RPS3AP3",-0.0486346884977543,0.270139599590555,0.405017588597142,516,-0.184729650626201,0.00176997109349508,0.0102756655150131,284,0.136094962128446,0.136094962128446
"SLC12A9",0.299937948538098,3.46167138113112e-12,2.88171644549776e-11,516,0.163843391387941,0.00564555041483461,0.0255036753005815,284,0.136094557150157,0.136094557150157
"AC093673.1",0.319187592921884,1.10132790958862e-13,1.04633560276775e-12,516,0.183095448270804,0.00194697914609001,0.0110770486886434,284,0.13609214465108,0.13609214465108
"CAPN3",0.0302184560200582,0.493392465876121,0.630936114401665,516,0.16629410085209,0.00495927006510535,0.0230443505526491,284,-0.136075644832032,0.136075644832032
"WNT5A",0.541728674638465,1.0890178767706e-40,4.3661965136017e-39,516,0.405657901285339,1.12460222391299e-12,4.12993457525878e-11,284,0.136070773353126,0.136070773353126
"KRT8P52",0.0187157887431881,0.671458535953701,0.7788441461578,516,-0.117347476080675,0.04819057111125,0.127717370001508,284,0.136063264823863,0.136063264823863
"NUP62CL",0.395480646602851,9.1440755106446e-21,1.39685767893949e-19,516,0.259419810366653,9.48516966983864e-06,0.000119057832941265,284,0.136060836236198,0.136060836236198
"AC244033.1",-0.111323368556846,0.0113894247819816,0.0279946045058922,516,-0.247383748167814,2.48324829921671e-05,0.000278809965765685,284,0.136060379610968,0.136060379610968
"EXOC7P1",0.0685848957616739,0.119707221485912,0.213129334330129,516,-0.0674708020240983,0.257081857592203,0.421534163265115,284,0.136055697785772,0.136055697785772
"AL138688.2",-0.317364585368882,1.54325134839443e-13,1.44913251200382e-12,516,-0.181312971107553,0.00215836599323609,0.0120092776728477,284,-0.136051614261329,0.136051614261329
"AP000867.5",0.107210998787488,0.0148307579441112,0.0354146488151831,516,-0.0288400938709318,0.628400726812117,0.760653362529069,284,0.13605109265842,0.13605109265842
"CHRNA3",-0.127321175585106,0.00376791275865072,0.010322155067598,516,0.00872077108873306,0.883669044957281,0.932779089550302,284,-0.136041946673839,0.136041946673839
"KRTAP10-7",0.0822616504814435,0.0618653682556919,0.123070624295957,516,-0.0537794890369273,0.366544703362363,0.53616741217901,284,0.136041139518371,0.136041139518371
"RPL31P14",0.0803567227179316,0.0681706149730832,0.133623393839155,516,-0.0556804699438484,0.349823835619958,0.519848004373895,284,0.13603719266178,0.13603719266178
"AC011242.1",-0.0175428714034494,0.69095337065398,0.79328198645667,516,-0.153578347884502,0.00953838823046901,0.0380518101140844,284,0.136035476481053,0.136035476481053
"SNORD13P1",0.0903287112924006,0.040257963646228,0.085047618473499,516,-0.0456943052241099,0.443046633110364,0.607953920031331,284,0.13602301651651,0.13602301651651
"ATF4P4",0.00981491152425711,0.823989598607122,0.887986847333864,516,0.145830329210008,0.01389749853037,0.0504788829119208,284,-0.13601541768575,0.13601541768575
"CEACAM5",0.106597846652658,0.0154153590078677,0.0366556823552408,516,-0.0294101332888343,0.621624540296066,0.755539892815163,284,0.136007979941492,0.136007979941492
"AKR1B1P7",0.079210966656897,0.0722104171729632,0.140430965178941,516,0.215218272831667,0.00025835119987292,0.00212297615067588,284,-0.13600730617477,0.13600730617477
"TMEM126B",0.121100294242761,0.00588102783565705,0.0154804130033131,516,0.257087700089321,1.14725836803501e-05,0.000140437863277464,284,-0.13598740584656,0.13598740584656
"AC072022.1",0.120263762829326,0.00623469522814399,0.0163238861759864,516,-0.0157166517704934,0.792003481094097,0.87516646373357,284,0.13598041459982,0.13598041459982
"CCDC130",0.0637874703911548,0.147915804819198,0.253002444364953,516,-0.0721890577236901,0.225218114795547,0.385777973662084,284,0.135976528114845,0.135976528114845
"SYNJ2BP-COX16",0.0354162213623756,0.422088776970433,0.563266963522553,516,-0.100560282626597,0.0907436198794927,0.203086229003165,284,0.135976503988973,0.135976503988973
"AC026316.5",0.276529587533231,1.64418597034218e-10,1.17586668756298e-09,516,0.140559555959525,0.0177841020412516,0.0607323723331381,284,0.135970031573706,0.135970031573706
"RPL23AP80",0.0898208865787381,0.0413987439351218,0.0871364970244409,516,-0.0461473069708896,0.438533991050173,0.603945100268617,284,0.135968193549628,0.135968193549628
"AC012213.3",-0.206557215104507,2.2251373418914e-06,1.00947826518461e-05,516,-0.0705911817554024,0.235678782156728,0.397503854266301,284,-0.135966033349105,0.135966033349105
"TMSB4XP3",0.0635290700760601,0.149567949705903,0.255156219328265,516,-0.0724364051980077,0.223628779756341,0.383830864817006,284,0.135965475274068,0.135965475274068
"DIABLO",-0.234341289250391,7.22553775890372e-08,3.92554196516859e-07,516,-0.0983836205767635,0.0979864708891627,0.214540706251237,284,-0.135957668673627,0.135957668673627
"AL392023.1",-0.19968456983166,4.85224725102364e-06,2.10755266382882e-05,516,-0.0637288659995406,0.284470938705823,0.451011379062816,284,-0.135955703832119,0.135955703832119
"NSRP1P1",0.0232031301533191,0.598981071511606,0.721606861038637,516,-0.112751288986144,0.0577231964356651,0.145978391875737,284,0.135954419139463,0.135954419139463
"AREG",0.161708818440239,0.000225389539615027,0.000773869840296147,516,0.297658558447768,3.21458380026601e-07,5.58163286125602e-06,284,-0.135949740007528,0.135949740007528
"AC090017.1",-0.255572098094588,3.87392079276351e-09,2.41147834164191e-08,516,-0.119622713428642,0.0439817008497268,0.119715802639193,284,-0.135949384665946,0.135949384665946
"TEX13C",-0.185855778049092,2.15047855416909e-05,8.57020698437857e-05,516,-0.0499202236884306,0.401984129296787,0.57035875261478,284,-0.135935554360661,0.135935554360661
"UBE2E1-AS1",0.250913701647728,7.53536070990507e-09,4.55078107615189e-08,516,0.114982698871301,0.0529165576157514,0.136842126522323,284,0.135931002776427,0.135931002776427
"RPS23P4",0.13453391705014,0.00219463193355448,0.00630925967218454,516,-0.00138506001580092,0.981460017624856,0.989669118227825,284,0.135918977065941,0.135918977065941
"RN7SKP209",-0.140903594387773,0.00133208843474485,0.00399676055699869,516,-0.00498556537557323,0.93333613437324,0.963063974928806,284,-0.1359180290122,0.1359180290122
"KDM4E",0.167540316811541,0.000131509698907201,0.000467681108024342,516,0.0316289299103452,0.595555838338052,0.735348022367923,284,0.135911386901196,0.135911386901196
"PABPC1P10",-0.000923022403437911,0.983312508491075,0.989724844849342,516,0.13498788706291,0.0228911267407409,0.0734542093563805,284,-0.135910909466348,0.135910909466348
"CCDC28A",0.303959329770813,1.7198059936794e-12,1.47068665438908e-11,516,0.439863581713454,7.23922540434711e-15,3.30285301594161e-13,284,-0.13590425194264,0.13590425194264
"SLC10A4",-0.092320828532681,0.0360361508387511,0.0772832541297554,516,0.0435833955768045,0.464419567328639,0.626782288673341,284,-0.135904224109485,0.135904224109485
"DALRD3",0.263077678335014,1.28944832599854e-09,8.44156048023912e-09,516,0.12717809553995,0.0321534262166921,0.0947174823073123,284,0.135899582795065,0.135899582795065
"HIVEP3",0.462909240648729,9.13775354358719e-29,2.12866323888983e-27,516,0.327009930140636,1.6764755205368e-08,3.62848038510565e-07,284,0.135899310508094,0.135899310508094
"ADSS1",0.339974683736129,1.99287293179585e-15,2.16582117718506e-14,516,0.204076308324187,0.000539222513103622,0.0039309722268421,284,0.135898375411942,0.135898375411942
"AC138627.2",0.0556075900801709,0.207282135937962,0.330349690833138,516,-0.0802841318095034,0.177277887047503,0.326050448829676,284,0.135891721889674,0.135891721889674
"AC243654.2",-0.0132693007129844,0.763641126758585,0.846706527934194,516,-0.149155076524022,0.0118488846940076,0.0447684033686656,284,0.135885775811037,0.135885775811037
"AL122008.1",-0.139700515703609,0.00146614080219498,0.00436603901195553,516,-0.00383067299235811,0.94875430784805,0.972047998537592,284,-0.135869842711251,0.135869842711251
"KF456110.1",-0.125382096865805,0.00433780506698665,0.0117297853639913,516,0.0104877176206887,0.860319472041919,0.918656623964819,284,-0.135869814486493,0.135869814486493
"AL450270.1",0.0758167229612566,0.0853370173146076,0.161554069876659,516,-0.060046918344403,0.313274048578186,0.482341235945309,284,0.13586364130566,0.13586364130566
"AC017099.2",0.018578499706525,0.673729344547558,0.780598568468858,516,0.154438235917399,0.00913876696436666,0.0367776174706439,284,-0.135859736210874,0.135859736210874
"MIR1289-1",-0.0832326672899084,0.0588413417913657,0.117885102639857,516,-0.219090393800489,0.000198275729036337,0.00169115958653529,284,0.135857726510581,0.135857726510581
"IGKV1D-35",0.108704047970681,0.0134879851111454,0.0325230393936194,516,-0.0271453261541962,0.648729743707122,0.775103528668259,284,0.135849374124878,0.135849374124878
"AL022324.2",-0.246408176397336,1.41617440606941e-08,8.32997796472998e-08,516,-0.110559919593062,0.0627894279129685,0.155221762758039,284,-0.135848256804274,0.135848256804274
"AC008558.1",0.209043790013504,1.66724580528727e-06,7.69354539997411e-06,516,0.073198666110726,0.218781089206134,0.378410183688573,284,0.135845123902778,0.135845123902778
"RN7SL278P",-0.000654676057600996,0.988163563753753,0.992761987247947,516,-0.136485395561234,0.0214071705161427,0.0698195541882776,284,0.135830719503633,0.135830719503633
"MIR3175",0.0236692629549741,0.591658966406623,0.7159434726413,516,-0.112159070804722,0.0590578244173416,0.148363568981265,284,0.135828333759696,0.135828333759696
"AC097522.2",0.0143869873334268,0.744398759082332,0.831984613392687,516,-0.121435938559284,0.0408525518003524,0.113176508025688,284,0.135822925892711,0.135822925892711
"AC110015.1",0.0759385339126862,0.0848347425063197,0.160737864797066,516,-0.0598815429888119,0.314611053108125,0.483731618940597,284,0.135820076901498,0.135820076901498
"FP671120.9",-0.0879870385070513,0.0457481138880743,0.0950763239835881,516,0.0478308329237297,0.421995419180712,0.588825537225925,284,-0.135817871430781,0.135817871430781
"COX10",-0.16781322239753,0.000128178622529338,0.000456611083699386,516,-0.0320059093635647,0.591176448802712,0.731768470181087,284,-0.135807313033965,0.135807313033965
"MIR4801",-0.248481873812325,1.06087582235591e-08,6.308414324285e-08,516,-0.112679520176207,0.0578835953083096,0.146273409765593,284,-0.135802353636118,0.135802353636118
"AC109460.2",0.00206599492753199,0.962659383968012,0.977611434370665,516,-0.1337281815516,0.0242074599541392,0.0766142792268624,284,0.135794176479132,0.135794176479132
"AC132479.1",0.0145328627589186,0.741898739085767,0.830274608140062,516,-0.121259064852158,0.0411492909939666,0.113765922304494,284,0.135791927611076,0.135791927611076
"SHE",0.0237625862094905,0.590197966072542,0.714671896197462,516,0.159550196847816,0.00705557976596093,0.0302007076677469,284,-0.135787610638325,0.135787610638325
"AC020900.1",0.0884239682857844,0.0446784537483831,0.0930988438181308,516,-0.0473571694658763,0.426611427383624,0.592929598159118,284,0.135781137751661,0.135781137751661
"UPK3BL2",0.0428930364064064,0.330838109371727,0.471430118971805,516,-0.0928795548750222,0.118356693668236,0.245193007603654,284,0.135772591281429,0.135772591281429
"DDI1",0.030778376350926,0.485414850583009,0.623444214357147,516,-0.104986670737225,0.0773374531238543,0.180992117870193,284,0.135765047088151,0.135765047088151
"RNU6-238P",0.0167430196312233,0.704366700199064,0.803229425106894,516,-0.119003583877299,0.0450952350918292,0.121976206142661,284,0.135746603508522,0.135746603508522
"AC020637.1",0.24832459451794,1.08447384144252e-08,6.43857191559949e-08,516,0.11257834076379,0.0581103508038701,0.146618378927135,284,0.13574625375415,0.13574625375415
"AC068993.1",0.00444554871916823,0.9197576123433,0.949872527950373,516,0.140189292136069,0.0180896966557005,0.061497612455643,284,-0.1357437434169,0.1357437434169
"AC141273.3",0.0645525570392232,0.143105546263868,0.246177656384788,516,-0.0711877804651677,0.231733784068744,0.393250361879867,284,0.135740337504391,0.135740337504391
"MIR6505",-0.00702810017969497,0.873462033810871,0.920443463329004,516,-0.142758779354499,0.0160600908133421,0.0562009259807247,284,0.135730679174805,0.135730679174805
"B3GNT6",0.189431118770941,1.47831542420669e-05,6.02797146158945e-05,516,0.0537039434256432,0.367219278536042,0.536765855783157,284,0.135727175345298,0.135727175345298
"AP000356.2",-0.137294338421504,0.00177213872236874,0.00519376853776044,516,-0.00158006747049792,0.978850279176739,0.988309247599241,284,-0.135714270951006,0.135714270951006
"AC027644.1",0.0757664749417768,0.0855449069550411,0.161856090204207,516,-0.0599402410214211,0.31413607259114,0.483275802518433,284,0.135706715963198,0.135706715963198
"CAP2P1",0.0188763152334237,0.668807160553383,0.776999183687839,516,-0.116830359193436,0.0491927191077413,0.129599011096446,284,0.13570667442686,0.13570667442686
"AP003557.2",0.236956102758308,5.11337332595474e-08,2.83001442692769e-07,516,0.101254540951311,0.0885257547974934,0.199338988700305,284,0.135701561806998,0.135701561806998
"RPL6P5",0.00518187069876934,0.90652343553323,0.941523576056133,516,-0.130518793319467,0.0278596555768106,0.0851075125063427,284,0.135700664018237,0.135700664018237
"RPL23P5",-0.0387912869724703,0.379204669522034,0.521309524626916,516,0.0969054673406353,0.10316170286413,0.222377388306539,284,-0.135696754313106,0.135696754313106
"AC079907.1",-0.0917176264048548,0.0372728400391661,0.0795549176957166,516,0.0439780347575792,0.460381005013786,0.623359280052964,284,-0.135695661162434,0.135695661162434
"AL354813.1",-0.021675147566854,0.623264954384338,0.741343601547211,516,-0.157370370935892,0.00788554674846841,0.0328721538136637,284,0.135695223369038,0.135695223369038
"AL121652.1",0.020508622925662,0.64208511999279,0.75599190745426,516,-0.115184754394755,0.0524982428042874,0.136052549479925,284,0.135693377320417,0.135693377320417
"AC104619.2",0.0814636225879147,0.064445652338517,0.127445191705355,516,-0.0542201461602796,0.362625245188005,0.53234479750149,284,0.135683768748194,0.135683768748194
"AL445264.1",0.0565642281035924,0.199560970337036,0.320558427414397,516,-0.0791193120532931,0.183667582944545,0.334531572049514,284,0.135683540156886,0.135683540156886
"CD19",0.618403904428006,9.14475644466262e-56,6.07046341146224e-54,516,0.482723159436222,5.52400473502873e-18,3.19459431512628e-16,284,0.135680744991784,0.135680744991784
"AC097491.1",-0.0734428069383471,0.0956128594195019,0.177230149674074,516,0.062231189751916,0.295964433819643,0.463817674259933,284,-0.135673996690263,0.135673996690263
"TSNAX-DISC1",0.018851389972021,0.669218575857362,0.777173476045519,516,-0.116819848841458,0.0492132666806675,0.129636058767554,284,0.135671238813479,0.135671238813479
"RPSAP53",0.0763439509457437,0.0831801979055361,0.158101428615512,516,0.212015182035116,0.000320457117056674,0.00253194526621791,284,-0.135671231089372,0.135671231089372
"AC020911.1",0.0513836917307528,0.24395739191423,0.374769451136071,516,-0.0842835826314851,0.156591233812641,0.298912006305397,284,0.135667274362238,0.135667274362238
"SLC39A6",-0.130625565949096,0.00295103075752495,0.00826344198093298,516,0.00503396050470575,0.932690546664627,0.962681195359056,284,-0.135659526453802,0.135659526453802
"LGALS3",0.211213376301119,1.29233947221816e-06,6.04801169124976e-06,516,0.346866544253432,1.88695170409034e-09,4.67404925813193e-08,284,-0.135653167952313,0.135653167952313
"RNA5SP508",0.00805851721185742,0.855101410933735,0.90775987155744,516,0.143705346789363,0.0153642374429292,0.0543276836571275,284,-0.135646829577505,0.135646829577505
"COX6B2",0.112907974372858,0.0102651125189776,0.0255254191086171,516,-0.0227261832946736,0.702944598554998,0.814151427961912,284,0.135634157667532,0.135634157667532
"LINC01713",-0.10705973279942,0.0149731405929161,0.0356958003559429,516,0.0285689336866835,0.631635080197352,0.762960096871408,284,-0.135628666486104,0.135628666486104
"AC233702.2",-0.067373503241388,0.126399039677858,0.222803549377243,516,0.0682418705339049,0.251672212925654,0.415468171692345,284,-0.135615373775293,0.135615373775293
"PTGES2-AS1",0.0232325458717423,0.598517794839549,0.721360089357619,516,-0.112378654541394,0.0585600266099321,0.147438787932212,284,0.135611200413137,0.135611200413137
"AC004936.1",0.0382410828889099,0.386007299116967,0.527988821656575,516,-0.0973671594617709,0.101522538674995,0.219894585026141,284,0.135608242350681,0.135608242350681
"BEAN1",-0.177039905095343,5.25902779351341e-05,0.000198734188964724,516,-0.0414320831072468,0.486776377236518,0.646416735739947,284,-0.135607821988096,0.135607821988096
"AC092925.1",0.135403674240407,0.00205250156908206,0.00593387237149512,516,-0.000197261418590698,0.997359288437845,0.99837789802984,284,0.135600935658998,0.135600935658998
"BCL2L1",0.467477167913308,2.24538579273184e-29,5.38159053106553e-28,516,0.331906634151197,9.9237293961845e-09,2.22104003430825e-07,284,0.135570533762111,0.135570533762111
"Z95152.1",0.0151804767793458,0.730832988226874,0.822665863065145,516,-0.12038798951476,0.0426373116753922,0.116885079525616,284,0.135568466294105,0.135568466294105
"ECI2",0.339666256724216,2.11988524305896e-15,2.29722688021568e-14,516,0.204118742583827,0.000537752202880101,0.0039212592649215,284,0.135547514140389,0.135547514140389
"HNRNPDLP2",0.0053919582533676,0.902752035148134,0.939310394458108,516,-0.130152281783966,0.0283053576648773,0.086172707788408,284,0.135544240037333,0.135544240037333
"AQP12A",-0.141574486066027,0.00126232556722695,0.00380462218525411,516,-0.00604198141689967,0.919254259037213,0.95472387674926,284,-0.135532504649128,0.135532504649128
"AP000769.6",-0.0124996251451152,0.776978021103016,0.856106817319457,516,-0.148031562249809,0.0125092134958079,0.0466289813779542,284,0.135531937104694,0.135531937104694
"AL353612.2",-0.0288167141805956,0.513667277866304,0.649090217960975,516,-0.164345865795537,0.00549826541285084,0.0250152374701676,284,0.135529151614941,0.135529151614941
"AL513534.3",-0.000840055823340516,0.984812286960322,0.990660921222217,516,-0.1363668101787,0.0215215663171538,0.0701065689088837,284,0.135526754355359,0.135526754355359
"LINC00964",-0.00165725039679511,0.970043108561235,0.981718345575908,516,0.133864182004026,0.0240622714979922,0.0762609137602644,284,-0.135521432400821,0.135521432400821
"FHAD1-AS1",0.0985030347412893,0.0252486940320271,0.0566631167393629,516,-0.037013842206393,0.534448144557506,0.686542805312971,284,0.135516876947682,0.135516876947682
"AC008489.1",-0.00188375322946247,0.965951114077723,0.979440065790115,516,-0.137397118334441,0.0205451164519597,0.0676797114249873,284,0.135513365104979,0.135513365104979
"AKR1C1",0.0732618737334147,0.096434924201179,0.178455311791162,516,0.208756126118811,0.000397702304053803,0.00303633905195415,284,-0.135494252385396,0.135494252385396
"GAPDHP64",-0.00705248178016117,0.873026760766511,0.920131993926397,516,0.128439711994511,0.0304698216844592,0.0910432712963797,284,-0.135492193774672,0.135492193774672
"DDX52",0.116710511243178,0.00795913721271071,0.0203429382084536,516,-0.0187596099191392,0.752931757409543,0.849105768520807,284,0.135470121162318,0.135470121162318
"AL590640.2",-0.0164554137004202,0.709212546613159,0.807044819425175,516,0.11901368616405,0.0450768776638012,0.121943958381639,284,-0.13546909986447,0.13546909986447
"AL445645.1",-0.0999238401742432,0.0232068273274028,0.0525968658997919,516,0.0355421209416559,0.550832354213016,0.699783153522404,284,-0.135465961115899,0.135465961115899
"ZFAT",0.105765170735665,0.0162415955987932,0.0384117883685601,516,-0.0296898369948162,0.618311226261395,0.753018405947703,284,0.135455007730481,0.135455007730481
"IMPDH2",-0.102256538085682,0.0201640263408217,0.0464897976506647,516,0.033198259671475,0.577422777274649,0.72113469194203,284,-0.135454797757157,0.135454797757157
"LINC01861",0.0356033568642024,0.41963922368272,0.560912367438671,516,-0.0998479360479182,0.0930652509910331,0.206743782271913,284,0.135451292912121,0.135451292912121
"A2ML1-AS2",0.00553447983643707,0.900194789510358,0.93779559352026,516,-0.129916703497786,0.0285950511157886,0.0867989889913686,284,0.135451183334223,0.135451183334223
"AC093791.1",-0.0605691340931642,0.169506560965569,0.281610303076374,516,0.0748743164938142,0.208389597563001,0.365711817594758,284,-0.135443450586978,0.135443450586978
"AC005906.2",-0.156771647129241,0.000350686240609663,0.00116574181583385,516,-0.0213402279499883,0.720278509346383,0.825827184308287,284,-0.135431419179253,0.135431419179253
"UBA52P7",0.0521641130601581,0.236859636727431,0.366168084492272,516,0.187590175208138,0.00149515906922591,0.00895834767784092,284,-0.135426062147979,0.135426062147979
"RNU7-182P",-0.0491623264224874,0.264970777210774,0.399282927159102,516,0.0862600740980177,0.147065970118247,0.286207465313824,284,-0.135422400520505,0.135422400520505
"MALAT1",-0.0324572140900338,0.461918178407107,0.600983339889573,516,-0.167874646053745,0.00455744738512191,0.0215685788336173,284,0.135417431963711,0.135417431963711
"AC092447.7",-0.172526967996839,8.17772974945201e-05,0.000300115722260958,516,-0.0371229912517858,0.533242839259817,0.685723729867263,284,-0.135403976745053,0.135403976745053
"MIR1293",0.014222886111498,0.747214345611059,0.834154406220819,516,-0.121171285616921,0.0412972303565966,0.114086157610642,284,0.135394171728419,0.135394171728419
"ZKSCAN5",0.101598225289321,0.020985425911576,0.048116230829241,516,-0.0337939153716688,0.570608541925331,0.715864197721872,284,0.13539214066099,0.13539214066099
"AL139353.1",-0.0316687827257,0.472873278574719,0.611367336017861,516,0.10371510682106,0.0810130905682904,0.187106206737067,284,-0.13538388954676,0.13538388954676
"TOMM20P1",-0.0638612423108568,0.147446686979388,0.252363383156381,516,0.0715173024418271,0.229574930231376,0.390913505891543,284,-0.135378544752684,0.135378544752684
"AC063952.3",0.0225228424801295,0.609740009131988,0.730444118582474,516,-0.112854674699861,0.0574927819047096,0.145564052274481,284,0.135377517179991,0.135377517179991
"SH3TC2",0.138385980058064,0.0016267045267192,0.00480182945653825,516,0.27375736345923,2.82904716691914e-06,4.03071863020099e-05,284,-0.135371383401166,0.135371383401166
"OR56A4",-0.0406392954518344,0.356899475215522,0.498889175621707,516,-0.176008278842587,0.00291718805326943,0.0152325072519758,284,0.135368983390752,0.135368983390752
"MIR23B",-0.0096181775009217,0.827461700340558,0.890182276483542,516,-0.144982168980531,0.014467495675417,0.0519878757367955,284,0.13536399147961,0.13536399147961
"HAS3",0.17093509191477,9.53072682216005e-05,0.000346149086351192,516,0.306292581600819,1.39370000522402e-07,2.58833903616385e-06,284,-0.13535748968605,0.13535748968605
"AC239859.4",-0.0620208724580808,0.159492260516984,0.268350775543259,516,-0.197370359134528,0.00082450846434176,0.00555548858372649,284,0.135349486676448,0.135349486676448
